position,title
Q4283840,President
Q1123764,Prime Minister
Q60772959,Deputy Prime Minister
Q20517773,Minister of Agriculture
Q109120726,Minister of Culture
Q19966859,Minister of Defence
Q56762129,Minister of Economy
Q20517801,Minister of Education and Science
Q108315415,Minister of Emergency Situations
Q108315673,Minister of Environment
Q20517836,Minister of Finance
Q20517766,Minister of Foreign Affairs
Q108315286,Minister of Health
Q108315247,Minister of High-Tech Industry
Q108914566,Minister of Internal Affairs
Q20517763,Minister of Justice
Q108315265,Minister of Labor and Social Affairs
Q108315714,Minister of Territorial Administration and Infrastructures
Q20517829,"Minister of Transport, Communication and Information Technologies"
Q111180156,Minister of State for Immigration and Registration of Persons
Q60544013,Chief of the General Staff
Q20517819,Chief of Police
Q30340137,President of the National Assembly
Q109452830,Governor of the Central Bank
Q1976028,Mayor of Yerevan
